,product_id,purchase_id,year_week
14969,1084,20327,2019_33
15089,1288,20328,2019_33
15098,1003,20329,2019_33
15126,1051,20330,2019_33
15241,1051,20331,2019_33
15251,1084,20332,2019_33
15257,1046,20333,2019_33
15287,1007,20334,2019_33
15315,1015,20335,2019_33
15417,1010,20336,2019_33
15521,1051,20337,2019_33
15585,1051,20338,2019_33
15600,1084,20339,2019_33
15611,1084,20340,2019_33
15717,1051,20341,2019_33
15825,1051,20342,2019_33
15853,1042,20343,2019_33
15859,1084,20344,2019_33
15881,1010,20345,2019_33
15890,1003,20346,2019_33
15919,1017,20347,2019_33
15942,1016,20348,2019_33
16028,1051,20349,2019_33
16052,1084,20350,2019_33
16063,1084,20351,2019_33
16098,1003,20352,2019_33
16111,1304,20353,2019_33
16201,1051,20354,2019_33
16332,1032,20355,2019_33
16394,1010,20356,2019_33
16502,1286,20357,2019_33
16528,1288,20358,2019_33
16546,1303,20359,2019_33
16559,1010,20360,2019_33
16580,1003,20361,2019_33
16603,1039,20362,2019_33
16687,1051,20363,2019_33
16769,1146,20364,2019_33
16804,1103,20365,2019_33
16897,1051,20366,2019_33
16932,1051,20367,2019_33
16945,1002,20368,2019_33
16978,1288,20369,2019_33
17024,1037,20370,2019_33
17036,1084,20371,2019_33
17075,1010,20372,2019_33
17089,1288,20373,2019_33
17095,1043,20374,2019_33
17167,1010,20375,2019_33
17195,1040,20376,2019_33
17217,1032,20377,2019_33
17221,1084,20378,2019_33
17234,1003,20379,2019_33
17294,1010,20380,2019_33
17297,1004,20381,2019_33
17322,1010,20382,2019_33
17445,1021,20383,2019_33
17519,1004,20384,2019_33
17670,1084,20385,2019_33
17698,1298,20386,2019_33
17707,1010,20387,2019_33
17773,1051,20388,2019_33
17778,1003,20389,2019_33
17784,1295,20390,2019_33
17823,1050,20391,2019_33
17913,1050,20392,2019_33
17930,1003,20393,2019_33
18008,1044,20394,2019_33
18016,1042,20395,2019_33
18129,1050,20396,2019_33
18142,1286,20397,2019_33
18153,1084,20398,2019_33
18238,1288,20399,2019_33
18277,1047,20400,2019_33
18288,1084,20401,2019_33
18311,1290,20402,2019_33
18321,1003,20403,2019_33
18412,1288,20404,2019_33
18414,1047,20405,2019_33
18451,1010,20406,2019_33
18477,1288,20407,2019_33
18524,1003,20408,2019_33
18607,1051,20409,2019_33
18613,1084,20410,2019_33
18703,1084,20411,2019_33
18730,1010,20412,2019_33
18754,1288,20413,2019_33
18793,1286,20414,2019_34
18831,1004,20415,2019_34
18848,1286,20416,2019_34
18867,1065,20417,2019_34
18944,1050,20418,2019_34
18952,1303,20419,2019_34
18966,1150,20420,2019_34
18989,1004,20421,2019_34
19078,1050,20422,2019_34
19093,1042,20423,2019_34
19194,1050,20424,2019_34
19268,1050,20425,2019_34
19279,1042,20426,2019_34
19350,1002,20427,2019_34
19354,1084,20428,2019_34
19395,1042,20429,2019_34
19442,1080,20430,2019_34
19452,1076,20431,2019_34
19469,1047,20432,2019_34
19570,1078,20433,2019_34
19625,1004,20434,2019_34
19711,1032,20435,2019_34
19718,1078,20436,2019_34
19775,1286,20437,2019_34
19813,1033,20438,2019_34
19833,1042,20439,2019_34
19842,1076,20440,2019_34
19948,1004,20441,2019_34
19951,1068,20442,2019_34
19998,1076,20443,2019_34
20126,1004,20444,2019_34
20128,1047,20445,2019_34
20141,1002,20446,2019_34
20150,1286,20447,2019_34
20234,1050,20448,2019_34
20271,1286,20449,2019_34
20321,1032,20450,2019_34
20429,1050,20451,2019_34
20486,1146,20452,2019_34
20583,1042,20453,2019_34
20670,1030,20454,2019_34
20690,1076,20455,2019_34
20866,1286,20456,2019_34
20899,1042,20457,2019_34
21125,1052,20458,2019_34
21234,1076,20459,2019_34
21253,1076,20460,2019_34
21427,1050,20461,2019_34
21529,1286,20462,2019_34
21534,1080,20463,2019_34
21622,1050,20464,2019_34
21675,1002,20465,2019_34
21767,1050,20466,2019_34
22032,1004,20467,2019_34
22116,1050,20468,2019_34
22129,1004,20469,2019_34
22210,1002,20470,2019_34
22271,1076,20471,2019_34
22381,1076,20472,2019_34
22442,1286,20473,2019_34
22447,1040,20474,2019_34
22471,1286,20475,2019_34
22477,1076,20476,2019_34
22480,1041,20477,2019_34
22524,1077,20478,2019_34
22555,1010,20479,2019_34
22594,1004,20480,2019_34
22601,1042,20481,2019_34
22769,1050,20482,2019_34
23023,1050,20483,2019_34
23088,1162,20484,2019_34
23098,1065,20485,2019_34
23115,1286,20486,2019_34
23178,1004,20487,2019_34
23239,1286,20488,2019_34
23393,1017,20489,2019_34
23497,1123,20490,2019_34
23589,1004,20491,2019_34
23607,1032,20492,2019_34
23634,1286,20493,2019_34
23734,1286,20494,2019_34
23840,1002,20495,2019_34
23931,1041,20496,2019_34
23938,1295,20497,2019_34
24023,1042,20498,2019_34
24030,1042,20499,2019_34
24061,1080,20500,2019_34
24176,1050,20501,2019_34
24231,1050,20502,2019_34
24380,1052,20503,2019_34
24472,1052,20504,2019_34
24569,1004,20505,2019_34
24592,1295,20506,2019_34
24763,1114,20507,2019_34
24783,1017,20508,2019_34
24802,1032,20509,2019_34
24834,1286,20510,2019_34
24876,1050,20511,2019_34
24920,1286,20512,2019_34
25012,1054,20513,2019_35
25095,1010,20514,2019_35
25129,1041,20515,2019_35
25196,1078,20516,2019_35
25213,1047,20517,2019_35
25311,1052,20518,2019_35
25391,1010,20519,2019_35
25516,1030,20520,2019_35
25541,1005,20521,2019_35
25685,1052,20522,2019_35
25704,1017,20523,2019_35
25727,1298,20524,2019_35
25733,1289,20525,2019_35
25752,1017,20526,2019_35
25763,1017,20527,2019_35
26002,1052,20528,2019_35
26014,1010,20529,2019_35
26120,1052,20530,2019_35
26154,1052,20531,2019_35
26169,1052,20532,2019_35
26184,1017,20533,2019_35
26229,1289,20534,2019_35
26257,1010,20535,2019_35
26311,1010,20536,2019_35
26317,1017,20537,2019_35
26350,1010,20538,2019_35
26368,1039,20539,2019_35
26406,1010,20540,2019_35
26420,1017,20541,2019_35
26467,1289,20542,2019_35
26518,1010,20543,2019_35
26651,1116,20544,2019_35
26683,1291,20545,2019_35
26732,1005,20546,2019_35
26766,1017,20547,2019_35
26781,1044,20548,2019_35
26792,1077,20549,2019_35
26800,1081,20550,2019_35
26844,1010,20551,2019_35
26903,1052,20552,2019_35
26974,1010,20553,2019_35
27002,1289,20554,2019_35
27044,1148,20555,2019_35
27089,1017,20556,2019_35
27206,1017,20557,2019_35
27221,1017,20558,2019_35
27229,1021,20559,2019_35
27320,1130,20560,2019_35
27412,1010,20561,2019_35
27471,1084,20562,2019_35
27557,1052,20563,2019_35
27585,1080,20564,2019_35
27672,1017,20565,2019_35
28049,1017,20566,2019_35
28067,1291,20567,2019_35
28079,1084,20568,2019_35
28092,1080,20569,2019_35
28135,1005,20570,2019_35
28216,1052,20571,2019_35
28248,1017,20572,2019_35
28264,1305,20573,2019_35
28295,1289,20574,2019_35
28322,1052,20575,2019_35
28327,1077,20576,2019_35
28336,1003,20577,2019_35
28387,1010,20578,2019_35
28428,1017,20579,2019_35
28469,1010,20580,2019_35
28599,1077,20581,2019_35
28624,1041,20582,2019_35
28629,1033,20583,2019_35
28694,1290,20584,2019_35
28799,1017,20585,2019_35
28867,1052,20586,2019_36
28906,1020,20587,2019_35
28936,1010,20588,2019_35
28960,1289,20589,2019_35
29016,1010,20590,2019_35
29027,1068,20591,2019_35
29057,1010,20592,2019_35
29146,1052,20593,2019_35
29184,1041,20594,2019_35
29284,1052,20595,2019_35
29378,1041,20596,2019_35
29445,1002,20597,2019_35
29462,1017,20598,2019_35
29551,1052,20599,2019_35
29691,1052,20600,2019_35
29709,1017,20601,2019_35
29770,1010,20602,2019_35
29775,1084,20603,2019_35
29797,1296,20604,2019_35
29905,1010,20605,2019_35
29981,1017,20606,2019_35
29993,1010,20607,2019_35
30171,1111,20608,2019_35
30219,1103,20609,2019_35
30235,1020,20610,2019_35
30292,1052,20611,2019_35
30364,1289,20612,2019_35
30382,1308,20613,2019_35
30395,1017,20614,2019_35
30493,1084,20615,2019_35
30622,1010,20616,2019_35
30676,1052,20617,2019_35
30716,1010,20618,2019_35
30746,1010,20619,2019_35
30754,1084,20620,2019_35
30775,1289,20621,2019_35
30788,1044,20622,2019_35
30830,1017,20623,2019_35
30837,1077,20624,2019_35
30927,1052,20625,2019_35
30934,1017,20626,2019_35
30943,1002,20627,2019_35
30977,1309,20628,2019_35
31148,1031,20629,2019_35
31164,1286,20630,2019_35
31195,1021,20631,2019_35
31313,1010,20632,2019_35
31321,1041,20633,2019_35
31330,1080,20634,2019_35
31446,1139,20635,2019_35
31543,1052,20636,2019_35
31567,1286,20637,2019_35
31622,1150,20638,2019_35
31688,1010,20639,2019_35
31759,1081,20640,2019_36
31769,1084,20641,2019_36
31803,1005,20642,2019_36
31944,1286,20643,2019_36
31972,1039,20644,2019_36
31990,1076,20645,2019_36
32172,1005,20646,2019_36
32284,1055,20647,2019_36
32401,1076,20648,2019_36
32410,1076,20649,2019_36
32415,1047,20650,2019_36
32657,1004,20651,2019_36
32663,1025,20652,2019_36
32706,1286,20653,2019_36
32749,1114,20654,2019_36
32933,1286,20655,2019_36
33172,1084,20656,2019_36
33180,1037,20657,2019_36
33250,1055,20658,2019_36
33284,1103,20659,2019_36
33291,1033,20660,2019_36
33443,1286,20661,2019_36
33457,1084,20662,2019_36
33536,1302,20663,2019_36
33547,1076,20664,2019_36
33565,1039,20665,2019_36
33636,1017,20666,2019_36
33721,1286,20667,2019_36
33777,1039,20668,2019_36
33789,1017,20669,2019_36
33841,1084,20670,2019_36
33860,1010,20671,2019_36
33884,1005,20672,2019_36
33922,1136,20673,2019_36
33935,1039,20674,2019_36
34003,1005,20675,2019_36
34020,1076,20676,2019_36
34024,1046,20677,2019_36
34038,1286,20678,2019_36
34046,1005,20679,2019_36
34147,1055,20680,2019_36
34149,1047,20681,2019_36
34167,1005,20682,2019_36
34188,1005,20683,2019_36
34216,1084,20684,2019_36
34227,1084,20685,2019_36
34271,1159,20686,2019_36
34282,1084,20687,2019_36
34381,1005,20688,2019_36
34395,1015,20689,2019_36
34407,1044,20690,2019_36
34424,1084,20691,2019_36
34434,1039,20692,2019_36
34506,1084,20693,2019_36
34536,1005,20694,2019_36
34683,1044,20695,2019_36
34693,1075,20696,2019_36
34709,1017,20697,2019_36
34841,1123,20698,2019_36
34973,1050,20699,2019_36
35034,1005,20700,2019_36
35164,1039,20701,2019_36
35261,1055,20702,2019_37
35288,1076,20703,2019_36
35302,1286,20704,2019_36
35304,1040,20705,2019_36
35324,1286,20706,2019_36
35376,1033,20707,2019_36
35475,1005,20708,2019_36
35518,1039,20709,2019_36
35541,1040,20710,2019_36
35559,1039,20711,2019_36
35592,1005,20712,2019_36
35599,1084,20713,2019_36
35636,1076,20714,2019_36
35646,1039,20715,2019_36
35673,1286,20716,2019_36
35708,1039,20717,2019_36
35798,1084,20718,2019_36
35813,1039,20719,2019_37
35838,1084,20720,2019_36
35861,1306,20721,2019_36
35903,1047,20722,2019_36
35906,1076,20723,2019_36
35933,1286,20724,2019_36
35948,1039,20725,2019_36
36021,1080,20726,2019_36
36090,1084,20727,2019_36
36119,1047,20728,2019_36
36163,1055,20729,2019_36
36180,1039,20730,2019_36
36199,1039,20731,2019_36
36217,1286,20732,2019_37
36235,1076,20733,2019_36
36259,1055,20734,2019_36
36284,1039,20735,2019_36
36296,1309,20736,2019_36
36299,1043,20737,2019_36
36307,1084,20738,2019_36
36356,1005,20739,2019_36
36390,1286,20740,2019_36
36423,1044,20741,2019_36
36445,1044,20742,2019_36
36453,1044,20743,2019_36
36468,1084,20744,2019_36
36542,1039,20745,2019_36
36622,1030,20746,2019_36
36660,1039,20747,2019_36
36706,1005,20748,2019_36
36712,1084,20749,2019_36
36765,1084,20750,2019_36
36770,1084,20751,2019_36
36790,1153,20752,2019_36
36875,1046,20753,2019_36
36914,1076,20754,2019_36
36969,1055,20755,2019_36
36980,1039,20756,2019_36
37037,1005,20757,2019_36
37065,1005,20758,2019_36
37070,1046,20759,2019_36
37224,1013,20760,2019_36
37251,1309,20761,2019_36
37256,1039,20762,2019_36
37319,1005,20763,2019_36
37469,1078,20764,2019_36
37492,1286,20765,2019_36
37499,1047,20766,2019_36
37509,1084,20767,2019_36
37518,1039,20768,2019_36
37541,1304,20769,2019_36
37853,1039,20770,2019_36
37863,1076,20771,2019_36
37870,1002,20772,2019_36
37963,1055,20773,2019_36
38078,1107,20774,2019_36
38097,1084,20775,2019_36
38133,1039,20776,2019_36
38202,1005,20777,2019_36
38223,1071,20778,2019_36
38249,1078,20779,2019_36
38262,1039,20780,2019_36
38292,1287,20781,2019_36
38373,1039,20782,2019_36
38386,1044,20783,2019_37
38435,1050,20784,2019_37
38437,1043,20785,2019_37
38549,1306,20786,2019_37
38613,1011,20787,2019_37
38623,1068,20788,2019_37
38643,1044,20789,2019_37
38666,1078,20790,2019_37
38705,1038,20791,2019_37
38882,1287,20792,2019_37
38911,1287,20793,2019_37
38924,1011,20794,2019_37
38990,1034,20795,2019_37
39035,1011,20796,2019_37
39066,1046,20797,2019_37
39080,1075,20798,2019_37
39099,1039,20799,2019_37
39117,1039,20800,2019_37
39123,1037,20801,2019_37
39149,1068,20802,2019_37
39197,1135,20803,2019_37
39212,1033,20804,2019_37
39224,1044,20805,2019_37
39228,1044,20806,2019_37
39232,1162,20807,2019_37
39255,1148,20808,2019_37
39301,1078,20809,2019_37
39444,1075,20810,2019_37
39538,1050,20811,2019_37
39547,1044,20812,2019_37
39673,1050,20813,2019_37
39792,1011,20814,2019_37
39908,1044,20815,2019_37
39955,1075,20816,2019_37
39981,1108,20817,2019_37
40055,1050,20818,2019_37
40071,1039,20819,2019_37
40088,1084,20820,2019_37
40206,1075,20821,2019_37
40210,1015,20822,2019_37
40236,1034,20823,2019_37
40260,1039,20824,2019_37
40294,1075,20825,2019_37
40365,1050,20826,2019_37
40392,1011,20827,2019_37
40401,1044,20828,2019_37
40425,1039,20829,2019_37
40444,1027,20830,2019_37
40512,1050,20831,2019_37
40538,1039,20832,2019_37
40709,1052,20833,2019_37
40748,1039,20834,2019_37
40776,1011,20835,2019_37
40875,1050,20836,2019_37
40889,1044,20837,2019_37
40917,1005,20838,2019_37
40947,1011,20839,2019_37
40978,1011,20840,2019_37
40988,1075,20841,2019_37
41066,1127,20842,2019_37
41118,1034,20843,2019_37
41176,1084,20844,2019_37
41193,1039,20845,2019_37
41199,1065,20846,2019_37
41246,1291,20847,2019_37
41268,1287,20848,2019_37
41270,1043,20849,2019_37
41368,1050,20850,2019_37
41405,1039,20851,2019_37
41416,1064,20852,2019_37
41423,1020,20853,2019_37
41429,1044,20854,2019_37
41522,1050,20855,2019_37
41695,1050,20856,2019_37
41701,1081,20857,2019_37
41703,1025,20858,2019_37
41757,1039,20859,2019_37
41781,1075,20860,2019_37
41798,1292,20861,2019_37
41827,1287,20862,2019_37
41842,1039,20863,2019_37
41854,1064,20864,2019_37
41951,1046,20865,2019_37
41953,1030,20866,2019_37
41965,1044,20867,2019_37
42064,1039,20868,2019_37
42102,1039,20869,2019_37
42149,1081,20870,2019_37
42230,1296,20871,2019_37
42330,1050,20872,2019_37
42548,1044,20873,2019_37
42627,1287,20874,2019_37
42717,1044,20875,2019_37
42736,1039,20876,2019_37
42827,1044,20877,2019_37
42833,1080,20878,2019_37
42866,1031,20879,2019_37
42905,1287,20880,2019_37
42923,1011,20881,2019_37
42965,1287,20882,2019_37
43017,1075,20883,2019_37
43058,1287,20884,2019_37
43074,1075,20885,2019_37
43096,1287,20886,2019_37
43100,1030,20887,2019_37
43106,1011,20888,2019_37
43114,1046,20889,2019_37
43158,1039,20890,2019_37
43173,1308,20891,2019_37
43310,1039,20892,2019_37
43321,1044,20893,2019_37
43344,1039,20894,2019_37
43362,1039,20895,2019_37
43523,1287,20896,2019_37
43637,1011,20897,2019_37
43681,1044,20898,2019_37
43693,1039,20899,2019_37
43714,1011,20900,2019_37
43723,1044,20901,2019_37
43839,1040,20902,2019_37
43913,1010,20903,2019_37
43945,1009,20904,2019_37
43989,1002,20905,2019_37
44008,1039,20906,2019_37
44061,1130,20907,2019_37
44122,1011,20908,2019_37
44231,1287,20909,2019_37
44318,1050,20910,2019_37
44336,1094,20911,2019_37
44360,1047,20912,2019_37
44406,1309,20913,2019_37
44415,1039,20914,2019_37
44425,1044,20915,2019_37
44535,1084,20916,2019_37
44563,1011,20917,2019_37
44665,1039,20918,2019_37
44743,1050,20919,2019_37
44752,1039,20920,2019_37
44764,1034,20921,2019_37
44787,1044,20922,2019_37
44795,1039,20923,2019_37
44813,1044,20924,2019_37
44836,1050,20925,2019_37
44897,1034,20926,2019_37
44912,1039,20927,2019_37
44920,1075,20928,2019_37
44968,1044,20929,2019_37
45276,1078,20930,2019_38
45334,1078,20931,2019_38
45397,1055,20932,2019_38
45440,1009,20933,2019_38
45654,1055,20934,2019_38
45659,1034,20935,2019_38
45683,1046,20936,2019_38
45708,1103,20937,2019_38
45807,1159,20938,2019_38
45809,1084,20939,2019_38
45885,1034,20940,2019_38
45888,1002,20941,2019_38
45913,1044,20942,2019_38
46068,1034,20943,2019_38
46080,1036,20944,2019_38
46205,1284,20945,2019_38
46298,1055,20946,2019_38
46349,1024,20947,2019_38
46384,1046,20948,2019_38
46439,1009,20949,2019_38
46478,1044,20950,2019_38
46578,1065,20951,2019_38
46670,1053,20952,2019_38
46777,1055,20953,2019_38
46838,1289,20954,2019_38
46884,1046,20955,2019_38
46910,1009,20956,2019_38
46921,1080,20957,2019_38
46927,1078,20958,2019_38
47041,1055,20959,2019_38
47078,1034,20960,2019_38
47157,1055,20961,2019_38
47221,1048,20962,2019_38
47310,1044,20963,2019_38
47463,1034,20964,2019_38
47701,1055,20965,2019_38
47749,1009,20966,2019_38
47793,1046,20967,2019_38
47846,1055,20968,2019_39
47932,1009,20969,2019_38
47955,1034,20970,2019_38
48046,1078,20971,2019_38
48055,1078,20972,2019_38
48075,1289,20973,2019_38
48194,1034,20974,2019_38
48281,1009,20975,2019_38
48286,1034,20976,2019_38
48332,1046,20977,2019_38
48344,1034,20978,2019_38
48388,1080,20979,2019_38
48488,1055,20980,2019_38
48504,1034,20981,2019_38
48544,1084,20982,2019_38
48570,1309,20983,2019_38
48593,1046,20984,2019_38
48667,1055,20985,2019_38
48697,1046,20986,2019_38
48716,1043,20987,2019_38
48858,1055,20988,2019_38
48949,1002,20989,2019_38
48966,1046,20990,2019_38
49030,1034,20991,2019_38
49151,1034,20992,2019_38
49207,1289,20993,2019_38
49220,1042,20994,2019_38
49229,1046,20995,2019_38
49231,1084,20996,2019_38
49396,1055,20997,2019_38
49399,1017,20998,2019_38
49486,1068,20999,2019_38
